ID,duration,wav,semantics,intent,entities,transcript
122140,2.5596875,./slurp/slurp_real/audio-1498564589.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'windy'}| {'type': 'date'| 'filler': 'thursday'}]},query,[{'type': 'weather_descriptor'| 'filler': 'windy'}| {'type': 'date'| 'filler': 'thursday'}],is it still going to be windy on thursday
123222,1.91975,./slurp/slurp_real/audio-1500386975.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'hot'}]},query,[{'type': 'weather_descriptor'| 'filler': 'hot'}],how hot is it outside
126751,5.56725,./slurp/slurp_real/audio-1497437638.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},factoid,[],how tall is the empire state building
123326,1.984,./slurp/slurp_real/audio-1502198865-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'giraffe'}]},definition,[{'type': 'definition_word'| 'filler': 'giraffe'}],how to spell the word giraffe
127433,2.816,./slurp/slurp_real/audio-1492779968-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'this week'}]},query,[{'type': 'date'| 'filler': 'this week'}],is this week a payday week
124485,2.624,./slurp/slurp_real/audio-1502891799-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'next week'}]},query,[{'type': 'date'| 'filler': 'next week'}],what do i have going on next week
128228,3.5526875,./slurp/slurp_real/audio-1501151121.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],what is the date and time for today
121165,3.071625,./slurp/slurp_real/audio--1505405521.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'one pm'}]},set,[{'type': 'time'| 'filler': 'one pm'}],set up an alarm clock at one pm
126788,11.646375,./slurp/slurp_real/audio-1497867179.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},factoid,[],with all of the information you can gather on the internet could you please provide me with the best probable explanation of who killed president kennedy
122715,1.408,./slurp/slurp_real/audio-1497872546-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],can you lie
120686,4.928,./slurp/slurp_real/audio-1497866517-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},post,[{'type': 'media_type'| 'filler': 'facebook'}],please submit status to facebook
128104,4.607375,./slurp/slurp_real/audio-1490202228.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},factoid,[],calculate a close integral of exponential function from zero to five
121371,4.864,./slurp/slurp_real/audio-1499695574-headset.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'person'| 'filler': 'chelsea'}]},sendemail,[{'type': 'person'| 'filler': 'chelsea'}],will you help me write an email to chelsea
122709,3.2,./slurp/slurp_real/audio-1490110267-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'new york'}]},query,[{'type': 'place_name'| 'filler': 'new york'}],what is the current time in new york
122356,2.816,./slurp/slurp_real/audio-1501414550-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'rain'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'place_name'| 'filler': 'miami'}]},query,[{'type': 'weather_descriptor'| 'filler': 'rain'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'place_name'| 'filler': 'miami'}],will it rain tomorrow in miami
123140,2.432,./slurp/slurp_real/audio-1502376837-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': []},query,[],can you please tell me the current weather condition
128406,2.624,./slurp/slurp_real/audio-1495369709-headset.flac,{'scenario': 'transport'| 'action': 'taxi'| 'entities': [{'type': 'place_name'| 'filler': 'chinatown'}| {'type': 'time'| 'filler': 'half an hour'}| {'type': 'transport_agency'| 'filler': 'uber'}]},taxi,[{'type': 'place_name'| 'filler': 'chinatown'}| {'type': 'time'| 'filler': 'half an hour'}| {'type': 'transport_agency'| 'filler': 'uber'}],i am going to chinatown in half an hour book an uber for me
123979,1.6638125,./slurp/slurp_real/audio-1501756251.flac,{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'order_type'| 'filler': 'takeout'}]},order,[{'type': 'order_type'| 'filler': 'takeout'}],what places can i order takeout from near by
123426,2.6236875,./slurp/slurp_real/audio-1497868077.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},factoid,[],why is the sky blue
125077,4.0954375,./slurp/slurp_real/audio-1490019925.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'app_name'| 'filler': 'iheartradio'}| {'type': 'music_genre'| 'filler': 'rock'}]},radio,[{'type': 'app_name'| 'filler': 'iheartradio'}| {'type': 'music_genre'| 'filler': 'rock'}],open iheartradio rov the rock
125861,3.7115,./slurp/slurp_real/audio-1501766278.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': [{'type': 'place_name'| 'filler': 'yellowstone national park'}]},events,[{'type': 'place_name'| 'filler': 'yellowstone national park'}],which things should i do when i visit the yellowstone national park
128209,2.5596875,./slurp/slurp_real/audio-1490106945.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'emilia'}]},query,[{'type': 'person'| 'filler': 'emilia'}],is there any email from emilia
124779,7.488,./slurp/slurp_real/audio-1496265829-headset.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': [{'type': 'event_name'| 'filler': 'exhibits'}| {'type': 'event_name'| 'filler': 'shows'}| {'type': 'place_name'| 'filler': 'metropolitan theater'}]},events,[{'type': 'event_name'| 'filler': 'exhibits'}| {'type': 'event_name'| 'filler': 'shows'}| {'type': 'place_name'| 'filler': 'metropolitan theater'}],what exhibits or shows are scheduled at the metropolitan theater
126491,2.04775,./slurp/slurp_real/audio-1502375547.flac,{'scenario': 'takeaway'| 'action': 'query'| 'entities': [{'type': 'order_type'| 'filler': 'delivery'}| {'type': 'business_type'| 'filler': 'restaurant'}]},query,[{'type': 'order_type'| 'filler': 'delivery'}| {'type': 'business_type'| 'filler': 'restaurant'}],can i get delivery from this restaurant
124828,5.2473125,./slurp/slurp_real/audio-1490017461.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},post,[{'type': 'media_type'| 'filler': 'facebook'}],post new status on facebook time to celebrate
120220,1.5358125,./slurp/slurp_real/audio-1490289538.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},createoradd,[],create a new list of
124287,1.408,./slurp/slurp_real/audio--1504193256-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'player_setting'| 'filler': 'start reading'}]},audiobook,[{'type': 'player_setting'| 'filler': 'start reading'}],start reading book
121580,5.50325,./slurp/slurp_real/audio-1501767661.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'business_name'| 'filler': 'alzacz'}| {'type': 'date'| 'filler': 'today'}]},post,[{'type': 'business_name'| 'filler': 'alzacz'}| {'type': 'date'| 'filler': 'today'}],write a complaint to alzacz for the tablet i bought today
123055,1.91975,./slurp/slurp_real/audio-1501686455.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'tokyo'}| {'type': 'place_name'| 'filler': 'japan'}]},query,[{'type': 'place_name'| 'filler': 'tokyo'}| {'type': 'place_name'| 'filler': 'japan'}],what time is it in tokyo japan
127960,1.28,./slurp/slurp_real/audio-1501751870-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'tweet'}]},post,[{'type': 'media_type'| 'filler': 'tweet'}],tweet complaint
124870,1.92,./slurp/slurp_real/audio-1498485421-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'america'}]},query,[{'type': 'place_name'| 'filler': 'america'}],what's happening in america
127185,2.752,./slurp/slurp_real/audio-1494416337-headset.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'brooklyn'}| {'type': 'place_name'| 'filler': 'queens'}]},query,[{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'brooklyn'}| {'type': 'place_name'| 'filler': 'queens'}],train time from brooklyn to queens
122075,2.5596875,./slurp/slurp_real/audio-1499694422.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'ben'}| {'type': 'person'| 'filler': 'jen'}]},query,[{'type': 'person'| 'filler': 'ben'}| {'type': 'person'| 'filler': 'jen'}],did ben and jen get back together
125489,3.3275625,./slurp/slurp_real/audio-1502300249.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'meetings'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'nine pm'}]},query,[{'type': 'event_name'| 'filler': 'meetings'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'nine pm'}],do i have any meetings tomorrow at nine pm
126652,5.5728125,./slurp/slurp_real/audio-1501406495.flac,"{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': ""sally's""}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'date'| 'filler': 'saturday'}| {'type': 'time'| 'filler': 'ten pm'}]}",set,"[{'type': 'person'| 'filler': ""sally's""}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'date'| 'filler': 'saturday'}| {'type': 'time'| 'filler': 'ten pm'}]",i want to go to sally's birthday on saturday at ten pm
127659,2.56,./slurp/slurp_real/audio--1505405913-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'six am'}]},set,[{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'six am'}],set alarm tomorrow at six am
125528,1.28,./slurp/slurp_real/audio-1494606886-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},volume_up,[],volume up
120024,4.735375,./slurp/slurp_real/audio-1488973477.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},query,[{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}],my facebook update in every three hour should be available
123661,3.96,./slurp/slurp_real/audio-1488622554.flac,{'scenario': 'takeaway'| 'action': 'query'| 'entities': []},query,[],whats with my dinner order
124026,4.735375,./slurp/slurp_real/audio-1501764777.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],orevena voice recorder let me the system page is where to save songs
126171,2.624,./slurp/slurp_real/audio-1498569016-headset.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': [{'type': 'list_name'| 'filler': 'to do'}]},query,[{'type': 'list_name'| 'filler': 'to do'}],check item five on my to do list
127217,1.023875,./slurp/slurp_real/audio-1499266160.flac,{'scenario': 'transport'| 'action': 'taxi'| 'entities': [{'type': 'transport_type'| 'filler': 'taxi'}]},taxi,[{'type': 'transport_type'| 'filler': 'taxi'}],book a taxi
123857,1.79175,./slurp/slurp_real/audio-1498567402.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'Monday'}| {'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'Monday'}| {'type': 'date'| 'filler': 'today'}],is it monday today
126308,2.24,./slurp/slurp_real/audio-1490703239-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': []},query,[],give me all my recent emails
125211,1.151875,./slurp/slurp_real/audio-1494549036.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'this weekend'}]},query,[{'type': 'date'| 'filler': 'this weekend'}],what is happening this weekend
123110,2.112,./slurp/slurp_real/audio-1490204884-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},remove,[],remove item three
127102,3.52,./slurp/slurp_real/audio-1488559699.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},query,[{'type': 'date'| 'filler': 'tomorrow'}],do i have anything booked for tomorrow
125726,1.5358125,./slurp/slurp_real/audio-1502216988.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'Friday'}]},query,[{'type': 'date'| 'filler': 'Friday'}],what's the weather like on friday
120755,2.688,./slurp/slurp_real/audio-1500979868-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'zimbabwe'}]},query,[{'type': 'place_name'| 'filler': 'zimbabwe'}],what is the time in zimbabwe right now
128492,2.816,./slurp/slurp_real/audio-1498483655-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'date'| 'filler': 'today'}]},quirky,[{'type': 'date'| 'filler': 'today'}],tell me the lucky color of today
123905,4.607375,./slurp/slurp_real/audio-1488972185.flac,{'scenario': 'iot'| 'action': 'wemo_on'| 'entities': [{'type': 'device_type'| 'filler': 'wemo plug socket'}]},wemo_on,[{'type': 'device_type'| 'filler': 'wemo plug socket'}],please turn on my wemo plug socket
120670,1.5358125,./slurp/slurp_real/audio-1499698236.flac,{'scenario': 'recommendation'| 'action': 'movies'| 'entities': []},movies,[],what's worth watching
124273,3.84,./slurp/slurp_real/audio-1502309751-headset.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'food_type'| 'filler': 'sushi'}]},locations,[{'type': 'food_type'| 'filler': 'sushi'}],i need some sushi what's closest
124114,2.624,./slurp/slurp_real/audio--1504193059-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},volume_up,[],i can't hear just increase the volume
128298,1.85575,./slurp/slurp_real/audio-1497022617.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},createoradd,[],make a new list
124623,2.943625,./slurp/slurp_real/audio-1499692708.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'winning powerball numbers'}| {'type': 'date'| 'filler': 'last night'}]},query,[{'type': 'news_topic'| 'filler': 'winning powerball numbers'}| {'type': 'date'| 'filler': 'last night'}],what were the winning powerball numbers last night
125112,2.6236875,./slurp/slurp_real/audio-1501767510.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': []},traffic,[],what is the traffic now
119975,2.04775,./slurp/slurp_real/audio-1499265749.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},cleaning,[{'type': 'device_type'| 'filler': 'vacuum'}],turn on the vacuum
122662,3.692,./slurp/slurp_real/audio-1502100924.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'monday'}| {'type': 'timeofday'| 'filler': 'noon'}]},query,[{'type': 'date'| 'filler': 'monday'}| {'type': 'timeofday'| 'filler': 'noon'}],what will be the weather update for monday noon
128052,2.304,./slurp/slurp_real/audio-1490371035-headset.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'ingredient'| 'filler': 'black eye pea'}]},recipe,[{'type': 'ingredient'| 'filler': 'black eye pea'}],how do you cook black eye pea
124658,1.664,./slurp/slurp_real/audio-1501688931-headset.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': []},sendemail,[],send this content via email
127848,4.415375,./slurp/slurp_real/audio-1490372159.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'person'| 'filler': 'tom'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'nine pm'}]},query,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'person'| 'filler': 'tom'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'nine pm'}],have you added a meeting with tom tomorrow at nine pm
124238,4.608,./slurp/slurp_real/audio-1501756136-headset.flac,{'scenario': 'play'| 'action': 'game'| 'entities': [{'type': 'game_name'| 'filler': 'soccer'}]},game,[{'type': 'game_name'| 'filler': 'soccer'}],i want you to play my soccer game from fifth level
120593,2.048,./slurp/slurp_real/audio-1489673901-headset.flac,{'scenario': 'audio'| 'action': 'volume_down'| 'entities': []},volume_down,[],could you please lower the tone
125311,3.2635625,./slurp/slurp_real/audio--1504198522.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'eight am'}]},set,[{'type': 'time'| 'filler': 'eight am'}],please put on an alarm for eight am
122199,2.816,./slurp/slurp_real/audio-1502376590-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'three pm'}| {'type': 'date'| 'filler': 'tomorrow'}]},set,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'three pm'}| {'type': 'date'| 'filler': 'tomorrow'}],set reminder for meeting at three pm tomorrow
120786,4.8633125,./slurp/slurp_real/audio-1502891344.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set,[{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}],i want to wake up at six am tomorrow please
122801,2.432,./slurp/slurp_real/audio-1497886651-headset.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': []},traffic,[],give me the idea of current traffic condition
121779,2.5596875,./slurp/slurp_real/audio-1489153490.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': [{'type': 'list_name'| 'filler': 'grocery'}]},remove,[{'type': 'list_name'| 'filler': 'grocery'}],take milk off my grocery list
123412,3.84,./slurp/slurp_real/audio-1498564756-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'music_descriptor'| 'filler': 'up beat'}]},music,[{'type': 'music_descriptor'| 'filler': 'up beat'}],i want to listen to up beat music
127223,1.279875,./slurp/slurp_real/audio-1494513325.flac,{'scenario': 'transport'| 'action': 'taxi'| 'entities': [{'type': 'transport_type'| 'filler': 'taxi'}]},taxi,[{'type': 'transport_type'| 'filler': 'taxi'}],book a taxi
122944,4.607375,./slurp/slurp_real/audio-1499691069.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}]},query,[{'type': 'transport_type'| 'filler': 'train'}],i'd like a listing of all train ticket prices for this location please
124948,2.4316875,./slurp/slurp_real/audio-1498564404.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},query,[],at what time have you set alarm for me
126833,1.28,./slurp/slurp_real/audio--1504194924-headset.flac,{'scenario': 'audio'| 'action': 'volume_down'| 'entities': []},volume_down,[],lower the volume
120530,7.6149375,./slurp/slurp_real/audio-1500040196.flac,{'scenario': 'qa'| 'action': 'maths'| 'entities': []},maths,[],what is twenty four times twenty four
122524,2.752,./slurp/slurp_real/audio-1495734131-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'mangalore'}]},query,[{'type': 'place_name'| 'filler': 'mangalore'}],is this the hottest day in mangalore
127940,2.304,./slurp/slurp_real/audio-1495378297-headset.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},query,[],hey olly what are my lists
124365,2.88,./slurp/slurp_real/audio-1490198177-headset.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'person'| 'filler': 'susan'}| {'type': 'person'| 'filler': 'metion'}]},sendemail,[{'type': 'person'| 'filler': 'susan'}| {'type': 'person'| 'filler': 'metion'}],i need to email susan and metion
121083,2.176,./slurp/slurp_real/audio-1497270043-headset.flac,{'scenario': 'general'| 'action': 'greet'| 'entities': []},greet,[],hey hey
128428,2.432,./slurp/slurp_real/audio-1497439696.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},query,[{'type': 'date'| 'filler': 'today'}],anything interesting in the news today
126734,1.7278125,./slurp/slurp_real/audio-1500040471.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': [{'type': 'change_amount'| 'filler': 'to seven'}]},hue_lightdim,[{'type': 'change_amount'| 'filler': 'to seven'}],lights down to seven
122308,1.152,./slurp/slurp_real/audio-1502101854-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],night time
123239,3.008,./slurp/slurp_real/audio-1434532268-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],tell me the artist name
121922,2.944,./slurp/slurp_real/audio-1490198497-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],what person produced the song that is on the radio
123153,1.728,./slurp/slurp_real/audio-1490261573-headset.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'twitter'}]},query,[{'type': 'media_type'| 'filler': 'twitter'}],what trending on twitter
126208,3.3275625,./slurp/slurp_real/audio-1501756141.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'take my rain coat'}]},set,[{'type': 'event_name'| 'filler': 'take my rain coat'}],i want you to remind me to take my rain coat because it may rain
120534,1.91975,./slurp/slurp_real/audio-1501778272.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},query,[],list the availables
127015,2.24,./slurp/slurp_real/audio-1502114634-headset.flac,{'scenario': 'audio'| 'action': 'volume_down'| 'entities': []},volume_down,[],slow the volume speaker
122835,1.4078125,./slurp/slurp_real/audio-1502896772.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': []},cleaning,[],get the cleaning on
120940,3.3436875,./slurp/slurp_real/audio-1501693567.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'bruno mars'}]},music,[{'type': 'artist_name'| 'filler': 'bruno mars'}],please play my favorite song by bruno mars
123310,2.688,./slurp/slurp_real/audio-1501155909-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'hot'}| {'type': 'date'| 'filler': 'today'}]},query,[{'type': 'weather_descriptor'| 'filler': 'hot'}| {'type': 'date'| 'filler': 'today'}],it is very hot today is not it
125626,1.216,./slurp/slurp_real/audio-1502896561-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': []},radio,[],radio on
123207,2.17575,./slurp/slurp_real/audio-1494422279.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'one pm'}]},set,[{'type': 'time'| 'filler': 'one pm'}],set an alarm for one pm
121503,1.91975,./slurp/slurp_real/audio-1498567390.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': []},query,[],is calendar event false
124610,2.688,./slurp/slurp_real/audio-1502375100-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'hot'}| {'type': 'place_name'| 'filler': 'miami'}]},query,[{'type': 'weather_descriptor'| 'filler': 'hot'}| {'type': 'place_name'| 'filler': 'miami'}],how hot is it in miami
120845,3.4555625,./slurp/slurp_real/audio-1492780857.flac,{'scenario': 'takeaway'| 'action': 'query'| 'entities': [{'type': 'order_type'| 'filler': 'delivery'}]},query,[{'type': 'order_type'| 'filler': 'delivery'}],can i get delivery from here
121769,1.792,./slurp/slurp_real/audio-1497867692-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'cloudy'}| {'type': 'date'| 'filler': 'today'}]},query,[{'type': 'weather_descriptor'| 'filler': 'cloudy'}| {'type': 'date'| 'filler': 'today'}],it is cloudy today
127129,4.479375,./slurp/slurp_real/audio-1488987303.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'bola'}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'date'| 'filler': 'twelveth july'}]},set,[{'type': 'person'| 'filler': 'bola'}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'date'| 'filler': 'twelveth july'}],add bola birthday of twelveth july to my calendar
120828,5.184,./slurp/slurp_real/audio-1494421624-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'Saturday'}| {'type': 'time'| 'filler': 'two'}| {'type': 'time'| 'filler': 'four pm'}]},query,[{'type': 'date'| 'filler': 'Saturday'}| {'type': 'time'| 'filler': 'two'}| {'type': 'time'| 'filler': 'four pm'}],do i have anything going on this saturday between two and four pm
121548,1.6,./slurp/slurp_real/audio-1494512849-headset.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},query,[],what are my lists
124588,7.68,./slurp/slurp_real/audio-1490967306-headset.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'house_place'| 'filler': 'carpet'}]},cleaning,[{'type': 'house_place'| 'filler': 'carpet'}],cleaning is good dust is so bad do now your magic clean my carpet
125990,2.944,./slurp/slurp_real/audio-1490182904-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'match'}]},query,[{'type': 'event_name'| 'filler': 'match'}],when will the match start
126563,2.944,./slurp/slurp_real/audio-1490007753-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': [{'type': 'change_amount'| 'filler': 'to ninety'}]},volume_up,[{'type': 'change_amount'| 'filler': 'to ninety'}],increase the volume of the music to ninety
125430,1.279875,./slurp/slurp_real/audio-1497862343.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],play music
124523,2.7329375,./slurp/slurp_real/audio-1501690358.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'food_type'| 'filler': 'chicken breasts'}]},recipe,[{'type': 'food_type'| 'filler': 'chicken breasts'}],how long do i roast chicken breasts
126429,2.17575,./slurp/slurp_real/audio-1497886203.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],please play this song again
121288,2.04775,./slurp/slurp_real/audio-1498575778.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'this weekend'}]},query,[{'type': 'date'| 'filler': 'this weekend'}],am i busy this weekend
123954,2.112,./slurp/slurp_real/audio-1490703730-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],play my favorite song
121781,2.3036875,./slurp/slurp_real/audio-1494606164.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': [{'type': 'list_name'| 'filler': 'grocery'}]},remove,[{'type': 'list_name'| 'filler': 'grocery'}],take milk off my grocery list
128356,3.007625,./slurp/slurp_real/audio-1497621692.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'cooking_type'| 'filler': 'cook'}| {'type': 'food_type'| 'filler': 'pasta'}]},recipe,[{'type': 'cooking_type'| 'filler': 'cook'}| {'type': 'food_type'| 'filler': 'pasta'}],how much time to cook pasta
123270,1.79175,./slurp/slurp_real/audio-1501691843.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'date'| 'filler': 'this month'}]},remove,[{'type': 'date'| 'filler': 'this month'}],clear calendar for this month
120207,1.7278125,./slurp/slurp_real/audio-1490181609.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'relation'| 'filler': 'girlfriend'}]},quirky,[{'type': 'relation'| 'filler': 'girlfriend'}],do you like my girlfriend
